inchikey,canonical_smiles,source,source_id,role,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
VECLBJNEVVVACD-UHFFFAOYSA-N,COc1ccc2c(=O)c(OC)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1,COCONUT,CNP0240449.0,coverage,True,372.37,3.503,76.36,0,7,6,3,0.25,0.655
ILYHXSGGEUKEHQ-LMSRTUJASA-N,CCOC(=O)[C@H](Oc1ccc2c(c1)O/C(=C\c1cc(OC)ccc1OC)C2=O)c1ccccc1,COCONUT,CNP0330169.2,coverage,True,460.48,5.003,80.29,0,7,8,3,0.185,0.346
HKAJVHFBRYYKTC-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3ccc(NC(=O)C(C)(C)C)cc3o2)cc1,COCONUT,CNP0066600.0,coverage,True,351.4,4.453,68.54,1,4,3,3,0.238,0.757
LJRYGGAANNKAPA-UHFFFAOYSA-N,CCc1ccc(C=C2Oc3cc(O)ccc3C2=O)cc1,COCONUT,CNP0213356.0,coverage,True,266.3,3.571,46.53,1,3,2,2,0.118,0.845
DYRDBDVHLCRXAE-PJFUUTOZSA-N,O=C1C[C@@H](c2ccc(O)c(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c2)Oc2cc(O)ccc21,COCONUT,CNP0127833.5,coverage,True,434.4,-0.017,166.14,6,10,4,2,0.381,0.385
LRTHDKCJFOCZMF-GPZWCRHOSA-N,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,COCONUT,CNP0351015.5,coverage,True,418.35,0.395,170.05,6,10,3,3,0.25,0.327
IRGHIHOWMUMHJU-ZDUSSCGKSA-N,COc1cc([C@@H]2CC(=O)c3c(cc(OC)c(OC)c3OC)O2)c(OC)c(OC)c1OC,COCONUT,CNP0170106.2,coverage,True,434.44,3.453,90.91,0,9,8,2,0.409,0.619
RNANDIIQPOZOII-DBNDKAFESA-N,COc1ccc(/C=C2\Oc3c(ccc(O)c3CN3C[C@H]4C[C@@H](C3)c3cccc(=O)n3C4)C2=O)cc1OC,COCONUT,CNP0465654.1,coverage,True,500.55,3.807,90.23,1,7,5,3,0.31,0.533
QUAPPCXFYKSDSV-GFCCVEGCSA-N,COc1c(O)cc2c(c1O)C(=O)C[C@H](c1ccccc1)O2,COCONUT,CNP0229393.2,coverage,True,286.28,2.813,75.99,2,5,2,2,0.188,0.887
GCVPUYDXNUQSNY-TUHANZHFSA-N,O=C1OC[C@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)O[C@@H]([C@@H]3OC(=O)[C@@H]5C4=C(O)C(=O)[C@@]54Oc5cc(O)c6c(c5[C@H]34)O[C@H](c3ccc(O)c(O)c3)[C@@H](O)C6)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,COCONUT,CNP0203552.4,coverage,True,1176.86,2.424,510.94,17,30,1,6,0.2,0.064
XISTWCWMRYYNJX-JIRUZGRSSA-N,CC(=O)O[C@@H]1[C@H](Oc2c(O)cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc23)OC[C@@H](O)[C@@H]1OC(C)=O,COCONUT,CNP0140869.4,coverage,True,518.43,1.242,202.42,5,13,5,3,0.292,0.302
AZXUDEQGWJHOEN-QQUSBYFVSA-N,COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3o2)cc1O,COCONUT,CNP0208753.1,coverage,True,608.55,-2.09,260.2,10,15,6,3,0.464,0.144
ADRVNXBAWSRFAJ-GXTWGEPZSA-N,Oc1cc(O)c2c(c1)C[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2,COCONUT,CNP0291652.2,coverage,True,290.27,1.546,110.38,5,6,1,2,0.2,0.51
OGDYMTXCSXPAKB-UHFFFAOYSA-N,CC(=O)COc1ccc2c(c1)OC(=Cc1ccc(Cl)cc1Cl)C2=O,COCONUT,CNP0060701.0,coverage,True,363.2,4.577,52.6,0,4,4,2,0.111,0.747
CQFZDNWCTZWQSH-FAIKXFLHSA-N,C[C@@H]1O[C@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0182901.5,coverage,True,610.52,-2.038,269.43,10,16,6,3,0.444,0.144
KXKDDUIFDSALCU-UHFFFAOYSA-N,Cc1oc2cc(OCCN3CCC(C(N)=O)CC3)ccc2c(=O)c1-c1ccc(Cl)cc1,COCONUT,CNP0454236.0,coverage,True,440.93,3.998,85.77,1,5,6,3,0.333,0.626
WSMBOPLKCMDBPQ-DDOSMGLOSA-N,COc1c2c(cc3occ(-c4ccc(O[C@H]5O[C@@H](CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H](O)[C@@H](O)[C@@H]5O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)cc4)c(=O)c13)OCO2,COCONUT,CNP0151298.2,coverage,True,782.7,-2.948,295.35,9,20,10,3,0.571,0.099
IMCLSMGJIHMFJV-UHFFFAOYSA-N,COc1ccc(OC)c(C=C2Oc3cc(OCC#N)ccc3C2=O)c1,COCONUT,CNP0059954.0,coverage,True,337.33,3.222,77.78,0,6,5,2,0.158,0.78
LHXHHDARRKSBQS-UHFFFAOYSA-N,COc1ccc(Br)cc1C=C1Oc2c(ccc(O)c2CN(C)C)C1=O,COCONUT,CNP0454898.0,coverage,True,404.26,3.841,59.0,1,5,4,2,0.211,0.785
DEXHXASOJYTRII-UHFFFAOYSA-N,CC(C)(C)c1ccc(C=C2Oc3c(ccc(O)c3CN3CCN(CCO)CC3)C2=O)cc1,COCONUT,CNP0442526.0,coverage,True,436.55,3.416,73.24,2,6,5,2,0.423,0.7
MYZLDNDAKRMNRG-ZJESBNGJSA-N,COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C=O)cc3[C@H](O)[C@@H]2O)ccc1O,COCONUT,CNP0224269.1,coverage,True,372.37,2.15,105.45,3,7,5,2,0.25,0.545
VQNNVXIDBZIDCO-PYKPLJMSSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc(O)c4c3=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0252721.4,coverage,True,918.8,-6.095,407.5,15,25,12,3,0.615,0.08
AZUURFWEIQDHCN-MZGJNUFDSA-N,C[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](OC(=O)c5ccccc5)[C@@H]4O)c(-c4ccc(O)c(O)c4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O,COCONUT,CNP0172504.4,coverage,True,876.77,-2.349,354.65,12,22,11,4,0.45,0.055
SNHQMOIKQSCRFM-OAHLLOKOSA-N,COc1cc(O)c2c(c1C)O[C@@H](c1ccccc1)CC2=O,COCONUT,CNP0126359.2,coverage,True,284.31,3.416,55.76,1,4,2,2,0.235,0.918
WXBBQBYCUTXTJQ-ZKBUWVHNSA-N,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O)[C@@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,COCONUT,CNP0166376.5,coverage,True,610.52,-1.687,269.43,10,16,6,3,0.444,0.14
PBYRKMXDROOXMU-ZGIIDLDTSA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc2c(c1O)C[C@@H](O)[C@@H](c1ccc(O)c(O)c1)O2,COCONUT,CNP0178679.5,coverage,True,866.78,4.444,331.14,15,18,5,6,0.2,0.106
LIRLYQFWSMOJCN-LORSGGIXSA-N,COc1cc(-c2cc(=O)c3c(O)c([C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)c(O)c([C@H]4OC[C@H](O)[C@H](O)[C@H]4O)c3o2)ccc1O,COCONUT,CNP0250605.6,coverage,True,594.52,-1.746,260.2,10,15,5,3,0.444,0.157
APTFERIYNVGEPM-VJEARUSESA-N,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,COCONUT,CNP0186995.2,coverage,True,798.7,-3.349,334.42,11,21,10,3,0.543,0.089
RNPGTFZSTFNLEF-VSVVOUGQSA-N,COc1cc(-c2cc(=O)c3c(O)cc(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O[C@@H]4O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]4OC(=O)/C=C/c4ccc(O)cc4)cc3o2)ccc1O,COCONUT,CNP0175995.2,coverage,True,812.73,0.423,290.8,8,19,12,4,0.359,0.071
CVCNMUOYRGNLDE-QGKXWNGDSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(c4ccc(O)c(O)c4)Cc4cc(O)cc(O)c4C3=O)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0400152.1,coverage,True,754.69,-2.821,315.21,12,19,8,2,0.559,0.121
PUWAWADAGTXNEQ-MVUQWIICSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0298070.1,coverage,True,902.81,-3.983,387.27,14,24,10,3,0.615,0.086
JRKOSXIFODBAFH-UHFFFAOYSA-N,Cc1cccc(C=C2Oc3cc(O)ccc3C2=O)c1,COCONUT,CNP0033647.0,coverage,True,252.27,3.317,46.53,1,3,1,2,0.062,0.792
KXQUATJVZABFGY-UHFFFAOYSA-N,Cc1ccccc1C(=O)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,COCONUT,CNP0158959.0,coverage,True,356.38,4.988,56.51,0,4,3,4,0.043,0.383
XVNKSNSGLVWSFS-YWPLBBIESA-N,COc1cc(-c2coc3cc(O[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)c(OC)c(O)c3c2=O)ccc1O,COCONUT,CNP0252025.4,coverage,True,492.43,0.067,188.51,6,12,6,3,0.348,0.272
WPGRHIFPVZLYIY-UHFFFAOYSA-N,CCN(CC)Cc1c(O)ccc2c1OC(=Cc1ccc(-c3ccccc3)cc1)C2=O,COCONUT,CNP0473011.0,coverage,True,399.49,5.517,49.77,1,4,6,3,0.192,0.555
SKEWYKPZGKDRAW-UHFFFAOYSA-N,O=C1C(=Cc2ccccc2Br)Oc2c1ccc(O)c2CN1CCCC1,COCONUT,CNP0467216.0,coverage,True,400.27,4.367,49.77,1,4,3,2,0.25,0.778
MRRHAYNXHYEUOD-NMGVNKTNSA-N,O=C(O[C@H]1COC(=O)c2cc(O)c(O)c(O)c2-c2c(cc(O)c(O)c2O)C(=O)O[C@@H]1[C@H]1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c(O)c3c2C(=O)O[C@H]1[C@H]3c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1,COCONUT,CNP0291565.6,coverage,True,1208.91,3.296,545.33,20,31,5,7,0.161,0.067
JWURDWOOCYCIPB-UHFFFAOYSA-N,COC(=O)COc1ccc2c(c1)OC(=Cc1ccccc1C)C2=O,COCONUT,CNP0128580.0,coverage,True,324.33,3.163,61.83,0,5,4,2,0.158,0.638
PVCUSLRMLOAZHR-BSALUDBCSA-N,COc1cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)ccc1O[C@@H]1OC[C@](O)(COC(=O)/C=C/c2ccccc2)[C@H]1O,COCONUT,CNP0172844.2,coverage,True,726.68,0.37,240.36,7,16,11,3,0.389,0.104
CLDGQFJTMBUPMX-QHCPKHFHSA-N,COc1cc(OC)cc([C@@H]2CC(=O)c3c(c(CC=C(C)C)c4c(c3OC)OC(C)(C)C=C4)O2)c1,COCONUT,CNP0124956.1,coverage,True,464.56,6.112,63.22,0,6,6,2,0.393,0.481
DWHGXBLHNYSOTM-NHKWBOHFSA-N,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3ccc(-c4cc(=O)c5c(O)cc(O)c(O)c5o4)cc3)O[C@H](COC(C)=O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,COCONUT,CNP0305082.1,coverage,True,694.6,-1.279,281.57,8,18,9,3,0.452,0.074
LFEVAVXNEAXTBG-GZPKURTISA-N,COc1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc2oc(-c3ccc(O)c(O)c3)c(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(=O)c2c1O,COCONUT,CNP0126896.4,coverage,True,656.55,-3.057,298.89,11,18,8,3,0.464,0.107
ZHFNLCIPRZUPFK-AZRGHBLMSA-N,C[C@@H]1O[C@H](Oc2cc(O)c3c(c2)O[C@@H](c2ccc(O)c(O)c2)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C3=O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0359604.4,coverage,True,596.54,-1.461,245.29,9,15,5,2,0.519,0.179
UHUIODLPMJMLAJ-KOQPYJTDSA-N,COc1cc(-c2cc(=O)c3c(O[C@@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)cc(O)cc3o2)ccc1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,COCONUT,CNP0376310.3,coverage,True,624.55,-2.468,258.43,9,16,8,3,0.464,0.126
GUWOCQGBCWRPNQ-CNPAKVEQSA-N,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@]3([C@H]4OC[C@H](O)[C@@H](O)[C@@H]4O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c21,COCONUT,CNP0148620.1,coverage,True,566.51,-2.165,236.06,9,14,5,2,0.5,0.187
VLUFJHIRWBUDQG-QMHRULHMSA-N,O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O[C@H]3OC[C@@](O)(CO)[C@@H]3O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0129165.2,coverage,True,596.49,-2.425,269.43,10,16,7,3,0.423,0.136
KMVXTAKCDMFHMQ-HNNXBMFYSA-N,COc1ccc(-c2c(C)oc3c(CN4CCC[C@H](C)C4)c(O)ccc3c2=O)cc1OC,COCONUT,CNP0380208.2,coverage,True,423.51,4.723,72.14,1,6,5,3,0.4,0.64
PFDVTXCGQNKXDB-MRXNPFEDSA-N,CC1(C)C[C@H](C(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)CCO1,COCONUT,CNP0220729.2,coverage,True,408.45,4.319,85.97,1,6,5,3,0.333,0.677
JIKPWRRUSIBFLE-KVQGGKNTSA-N,COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(O)cc3o2)cc1,COCONUT,CNP0254361.4,coverage,True,592.55,-0.754,228.97,8,14,6,3,0.464,0.176
SGEWCQFRYRRZDC-VEPVOHMBSA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)cc(O)c12,COCONUT,CNP0190943.18,coverage,True,432.38,0.092,181.05,7,10,3,3,0.286,0.3
RNQBLQALVMHBKH-ZDIDPRFDSA-N,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@H]1[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,COCONUT,CNP0272173.12,coverage,True,542.5,4.486,173.98,6,10,3,4,0.133,0.216
VMQDQHXQQHJNDD-ZDUSSCGKSA-N,COc1cc(O)c2c(c1OC)O[C@H](c1c(O)cccc1OC)CC2=O,COCONUT,CNP0270799.2,coverage,True,346.34,2.83,94.45,2,7,4,2,0.278,0.879
PKJIIZKXQLRTBA-HXUWFJFHSA-N,COc1ccc(-c2coc3c4c(cc(O)c3c2=O)OC(=O)C[C@@H]4c2cc3cccc4c3n(c2=O)CCC4)cc1,COCONUT,CNP0297028.2,coverage,True,521.53,4.876,107.97,1,7,3,5,0.194,0.266
AORLKLDMGIQAME-MTQDRPTHSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0191459.3,coverage,True,756.66,-3.92,328.35,12,20,9,3,0.545,0.099
ZCOLJUOHXJRHDI-FHKHNKIZSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)cc(O)c12,COCONUT,CNP0258154.12,coverage,True,432.38,0.05,170.05,6,10,4,3,0.286,0.331
SRIQFCJARAPHRI-OKRJNVEASA-N,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O[C@H]4O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]4O)cc3)oc2c1O,COCONUT,CNP0304220.1,coverage,True,492.39,-0.144,216.58,7,12,5,3,0.273,0.231
WQMDBFLRTOMZFF-UHFFFAOYSA-N,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OS(=O)(=O)O)cc1OS(=O)(=O)O,COCONUT,CNP0473084.0,coverage,True,476.39,1.243,207.1,4,11,6,3,0.062,0.37
TYSUHNXXLUEKQC-OAQBLISVSA-N,C[C@@H]1O[C@@H](OC[C@@H]2C[C@H](O)[C@@H](O)[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)O2)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0085118.1,coverage,True,594.52,-0.658,249.2,9,15,6,3,0.444,0.161
ZMKFRCAKYUJGFQ-QPCXLFDESA-N,O=c1cc(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,COCONUT,CNP0153825.3,coverage,True,756.66,-4.611,339.35,13,20,9,3,0.545,0.098
CFVDPAXOTMTQCU-OVNHQYECSA-N,O=c1cc(-c2ccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c2)oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,COCONUT,CNP0286347.8,coverage,True,610.52,-2.771,269.43,10,16,7,3,0.444,0.13
AORLKLDMGIQAME-HQACPATNSA-N,C[C@@H]1O[C@H](OC[C@@H]2O[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)c5)oc4c3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0191459.4,coverage,True,756.66,-3.92,328.35,12,20,9,3,0.545,0.099
QQTWWOQRDDRKSV-MRXNPFEDSA-N,CCOC(=O)c1oc2c(CN3CCC[C@@H](C)C3)c(O)ccc2c(=O)c1-c1ccc(OC)cc1,COCONUT,CNP0372765.2,coverage,True,451.52,4.583,89.21,1,7,6,3,0.385,0.549
CJKRQCZVORIZCO-ZOUVLLDVSA-N,O=C1CC[C@H](c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)C3)N1,COCONUT,CNP0185235.2,coverage,True,535.5,-0.679,218.63,9,12,5,2,0.48,0.218
RJIPICQWXFDSRG-FTCDTSOASA-N,CCCC[C@H](CC)CC(=O)OCc1ccc(-c2cc(=O)c3c(OC)cc(OC(=O)/C=C/c4ccc(OC)cc4)cc3o2)cc1,COCONUT,CNP0106873.1,coverage,True,598.69,7.746,101.27,0,8,14,4,0.306,0.083
KVWSGVFEKANSIE-XJCGYIFRSA-N,O=C(/C(O)=C/c1cccc(O)c1)c1ccc(O)cc1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0333992.1,coverage,True,434.4,0.058,177.14,7,10,6,2,0.286,0.187
QHVILAPISRBLSH-KDAWXIEISA-N,COc1ccc(-c2coc3c(OC)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1,COCONUT,CNP0220599.4,coverage,True,606.58,-0.492,206.97,6,14,8,3,0.483,0.191
BBJBSCHGUMCQQR-FQEVSTJZSA-N,CC(C)=CCc1c(O)ccc(-c2coc3cc4c(c(O)c3c2=O)C[C@@H](C(C)(C)O)O4)c1O,COCONUT,CNP0109065.2,coverage,True,438.48,4.16,120.36,4,7,4,3,0.32,0.452
ZRCODBBSMJOEAY-BCVWCBSWSA-N,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3ccc(O)cc3)oc12,COCONUT,CNP0170241.4,coverage,True,646.64,1.144,228.97,8,14,7,3,0.469,0.168
CIVAJLGTJZPPEA-GUACGFNLSA-N,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)c(O)c(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0312013.1,coverage,True,626.52,-1.982,289.66,11,17,6,3,0.444,0.132
VJUZSHIQLQQUEB-LZRGRPRGSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,COCONUT,CNP0179626.4,coverage,True,934.81,-3.272,395.11,14,24,13,4,0.429,0.036
PUDUJYHZRWQSDK-KWCYPJPKSA-N,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3OC(C)=O)c(=O)c2c1O,COCONUT,CNP0210026.1,coverage,True,536.44,0.04,225.81,7,14,6,3,0.333,0.163
WCSZXEBGDNWSQK-QVBDLLALSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c12,COCONUT,CNP0222875.1,coverage,True,610.52,-2.379,280.43,11,16,6,3,0.444,0.13
GZPWRAWXXKSBOE-UHWUVZTRSA-N,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@H](OC(C)=O)[C@H]2c1c(OC)cc(OC)c2c1O[C@H](c1ccc(OC)c(OC)c1)[C@@H](OC(C)=O)C2,COCONUT,CNP0244897.3,coverage,True,774.82,6.561,144.9,0,14,13,4,0.381,0.135
HNGPTNBSKRUCNQ-UEKGWKPCSA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@H](O)[C@H](Oc3cc(O)cc4oc(-c5ccc(O)cc5)cc(=O)c34)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0308042.1,coverage,True,578.52,-1.098,228.97,8,14,6,3,0.444,0.174
UIIUFSXWGFBRFW-SPTKHGMHSA-N,CC(C)=CC[C@]12Oc3cc(O)ccc3[C@@]1(O)Oc1cc(O)c(C3=C[C@@]4(C)C[C@@H](C3)c3ccc(O)cc3O4)c(O)c1C2=O,COCONUT,CNP0317219.3,coverage,True,570.59,5.529,145.91,5,9,3,3,0.303,0.257
PACMLWNQFXFXQH-RCAMNZBGSA-N,CC(C)=CCc1c(O)ccc(C(=O)[C@@H]2C[C@@H](c3ccc(O)cc3O)C(C)=C[C@H]2c2c(O)cc3c(c2O)C(=O)[C@@]2(CC=C(C)C)Oc4cc(O)ccc4[C@@]2(O)O3)c1O,COCONUT,CNP0310389.1,coverage,True,776.84,7.759,214.44,8,12,8,4,0.289,0.064
ORAIMDQSZIUQPL-PIEFEKBNSA-N,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(C)=O)ccc1O,COCONUT,CNP0206704.4,coverage,True,520.44,0.335,205.58,6,13,6,3,0.333,0.243
KGZDGACJOXRMIP-SLVXTXDOSA-N,C[C@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)c3c2=O)[C@@H](O)[C@@H](O)[C@@H]1O,COCONUT,CNP0041540.1,coverage,True,578.52,-0.716,228.97,8,14,5,3,0.444,0.187
GZNYTDCXOMAFRS-OUSWQFEISA-N,CC[C@H](C)C(=O)O[C@H]1[C@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)c(O)c4)oc3c2)O[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@H](COC(=O)[C@H](C)CO)[C@@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0217371.2,coverage,True,942.87,-2.438,380.95,12,24,15,3,0.595,0.056
