inchikey,smiles,bound,relation,implied_label
TUOJSDCDYDFOKF-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3cc(C)ncc3F)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
UUWWOCIFRLZETB-UHFFFAOYSA-N,CCC1(c2cccc(C(C)C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
CHIMPRSTCDHSMG-AKRCKQFNSA-N,CC[C@]1(c2cccc(OC)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(=O)OC)=C21,7.0,<,1
USZASPUPZOUPLU-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3cc(C)nnc3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
MGKRUCMVGUMDBR-UHFFFAOYSA-N,CCC1(c2cccc(N(C)c3cnccn3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
LWPIFDVQHBNHHQ-MQNHUJCZSA-N,CC[C@@]1(c2cccc(-c3cnn(C)c3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)F)=C21,7.0,<,1
JHSYWBPPIDYKGC-LFHRXCRSSA-N,CC[C@@]1(c2cccc(-c3ccncc3C3CC3)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
VOBUDEZMORUZDQ-GITCGBDTSA-N,CCN(C(C)=O)c1cccc([C@@]2(CC)C3=CN=NC3NC3=C2C(=O)CC(C)(C)C3)c1,7.0,<,1
YECVXGXKDXNHNA-NASUQTAISA-N,CC[C@]1(c2cccc(-c3cn(C)nc3C)c2)C2=CN=NC2NC2=C1C(=O)NC1(CCCC1)C2,7.0,<,1
MWWVNNRMGYXBNC-UHFFFAOYSA-N,CCC1(c2cccc(Oc3ncccn3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(Cl)=C21,7.0,<,1
GURXDQCICIZATJ-UHFFFAOYSA-N,CCC1(c2cccc(Oc3ncccn3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
XYNYHSGBQASNPS-TUXUZCGSSA-N,CC[C@]1(c2cccc(N(C)c3ncccn3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
UUWWOCIFRLZETB-AVKWCDSFSA-N,CC[C@@]1(c2cccc(C(C)C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
RGZNKDQNTXVZDF-UHFFFAOYSA-N,CCC1(c2cccc(N(CCc3ccccc3)C(C)=O)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
UVQTYNFYFIKCFE-UHFFFAOYSA-N,CCC1(c2cccc(N(C(C)=O)C3CCCC3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
HRJNFXDYAGHKSS-UHFFFAOYSA-N,CCC1(c2cccc(N(C)C(=O)Cc3ccccc3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
DZSJZENSQHMZGD-UHFFFAOYSA-N,CCC1(c2cccc(N(CC3CCCC3)C(C)=O)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
WQDNWNPQSLZTLD-YANBTOMASA-N,CC[C@]1(c2cccc(S(=O)(=O)C3CC3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
